date,source,emotion,emoValue
2001-09-20,gwb,disgust,0.03399765533411489
2001-09-20,gwb,joy,0.08206330597889801
2001-09-20,gwb,anticipation,0.07737397420867527
2001-10-07,gwb,fear,0.14655172413793102
2001-10-07,gwb,anger,0.07183908045977011
2001-10-07,gwb,trust,0.13793103448275862
2001-10-07,gwb,surprise,0.040229885057471264
2001-10-07,gwb,positive,0.19827586206896552
2001-10-07,gwb,negative,0.12643678160919541
2001-10-07,gwb,sadness,0.05459770114942529
2001-10-07,gwb,disgust,0.034482758620689655
2001-10-07,gwb,joy,0.07758620689655173
2001-10-07,gwb,anticipation,0.11206896551724138
2001-10-17,gwb,fear,0.09532062391681109
2001-10-17,gwb,anger,0.05025996533795494
2001-10-17,gwb,trust,0.1733102253032929
2001-10-17,gwb,surprise,0.03292894280762565
2001-10-17,gwb,positive,0.2668977469670711
2001-10-17,gwb,negative,0.11785095320623917
2001-10-17,gwb,sadness,0.04852686308492201
2001-10-17,gwb,disgust,0.01733102253032929
2001-10-17,gwb,joy,0.09878682842287695
2001-10-17,gwb,anticipation,0.09878682842287695
2001-11-10,gwb,fear,0.05263157894736842
2001-11-10,gwb,anger,0.02631578947368421
2001-11-10,gwb,trust,0.34210526315789475
2001-11-10,gwb,surprise,0.0
2001-11-10,gwb,positive,0.34210526315789475
2001-11-10,gwb,negative,0.07894736842105263
2001-11-10,gwb,sadness,0.0
2001-11-10,gwb,disgust,0.02631578947368421
2001-11-10,gwb,joy,0.02631578947368421
2001-11-10,gwb,anticipation,0.10526315789473684
2001-12-13,gwb,fear,0.08280254777070063
2001-12-13,gwb,anger,0.08280254777070063
2001-12-13,gwb,trust,0.12738853503184713
2001-12-13,gwb,surprise,0.03821656050955414
2001-12-13,gwb,positive,0.2356687898089172
2001-12-13,gwb,negative,0.14012738853503184
2001-12-13,gwb,sadness,0.044585987261146494
2001-12-13,gwb,disgust,0.050955414012738856
2001-12-13,gwb,joy,0.05732484076433121
2001-12-13,gwb,anticipation,0.14012738853503184
2001-12-27,gwb,fear,0.0
2001-12-27,gwb,anger,0.0
2001-12-27,gwb,trust,0.3333333333333333
2001-12-27,gwb,surprise,0.0
2001-12-27,gwb,positive,0.3888888888888889
2001-12-27,gwb,negative,0.05555555555555555
2001-12-27,gwb,sadness,0.0
2001-12-27,gwb,disgust,0.0
2001-12-27,gwb,joy,0.1111111111111111
2001-12-27,gwb,anticipation,0.1111111111111111
2002-01-08,gwb,fear,0.03942652329749104
2002-01-08,gwb,anger,0.02867383512544803
2002-01-08,gwb,trust,0.1989247311827957
2002-01-08,gwb,surprise,0.05734767025089606
2002-01-08,gwb,positive,0.30286738351254483
2002-01-08,gwb,negative,0.053763440860215055
2002-01-08,gwb,sadness,0.026881720430107527
2002-01-08,gwb,disgust,0.008960573476702509
2002-01-08,gwb,joy,0.13978494623655913
2002-01-08,gwb,anticipation,0.14336917562724014
2002-01-29,gwb,fear,0.11727912431587177
2002-01-29,gwb,anger,0.06411258795934324
2002-01-29,gwb,trust,0.14386239249413604
2002-01-29,gwb,surprise,0.04143862392494136
2002-01-29,gwb,positive,0.22283033620015638
2002-01-29,gwb,negative,0.13682564503518374
2002-01-29,gwb,sadness,0.06254886630179828
2002-01-29,gwb,disgust,0.03674745895230649
2002-01-29,gwb,joy,0.0727130570758405
2002-01-29,gwb,anticipation,0.1016419077404222
2002-05-16,gwb,fear,0.13142174432497014
2002-05-16,gwb,anger,0.05973715651135006
2002-05-16,gwb,trust,0.14814814814814814
2002-05-16,gwb,surprise,0.03106332138590203
2002-05-16,gwb,positive,0.2712066905615293
2002-05-16,gwb,negative,0.10991636798088411
2002-05-16,gwb,sadness,0.043010752688172046
2002-05-16,gwb,disgust,0.023894862604540025
2002-05-16,gwb,joy,0.05017921146953405
2002-05-16,gwb,anticipation,0.13142174432497014
2002-05-20,gwb,fear,0.06315789473684211
2002-05-20,gwb,anger,0.035789473684210524
2002-05-20,gwb,trust,0.1936842105263158
2002-05-20,gwb,surprise,0.035789473684210524
2002-05-20,gwb,positive,0.32421052631578945
2002-05-20,gwb,negative,0.0863157894736842
2002-05-20,gwb,sadness,0.03368421052631579
2002-05-20,gwb,disgust,0.016842105263157894
2002-05-20,gwb,joy,0.11157894736842106
2002-05-20,gwb,anticipation,0.09894736842105263
2002-05-24,gwb,fear,0.05063291139240506
2002-05-24,gwb,anger,0.06329113924050633
2002-05-24,gwb,trust,0.25316455696202533
2002-05-24,gwb,surprise,0.012658227848101266
2002-05-24,gwb,positive,0.3670886075949367
2002-05-24,gwb,negative,0.10126582278481013
2002-05-24,gwb,sadness,0.012658227848101266
2002-05-24,gwb,disgust,0.0379746835443038
2002-05-24,gwb,joy,0.0759493670886076
2002-05-24,gwb,anticipation,0.02531645569620253
2002-06-06,gwb,fear,0.14180929095354522
2002-06-06,gwb,anger,0.05867970660146699
2002-06-06,gwb,trust,0.1466992665036675
2002-06-06,gwb,surprise,0.04645476772616137
2002-06-06,gwb,positive,0.23471882640586797
2002-06-06,gwb,negative,0.14425427872860636
2002-06-06,gwb,sadness,0.039119804400977995
2002-06-06,gwb,disgust,0.029339853300733496
2002-06-06,gwb,joy,0.06845965770171149
2002-06-06,gwb,anticipation,0.09046454767726161
2002-06-24,gwb,fear,0.09696092619392185
2002-06-24,gwb,anger,0.06657018813314038
2002-06-24,gwb,trust,0.170767004341534
2002-06-24,gwb,surprise,0.03328509406657019
2002-06-24,gwb,positive,0.2460202604920405
2002-06-24,gwb,negative,0.10998552821997105
2002-06-24,gwb,sadness,0.05499276410998553
2002-06-24,gwb,disgust,0.03473227206946455
2002-06-24,gwb,joy,0.08104196816208394
2002-06-24,gwb,anticipation,0.10564399421128799
2002-07-09,gwb,fear,0.09100998890122086
2002-07-09,gwb,anger,0.08213096559378469
2002-07-09,gwb,trust,0.17758046614872364
2002-07-09,gwb,surprise,0.025527192008879023
2002-07-09,gwb,positive,0.244173140954495
2002-07-09,gwb,negative,0.11986681465038845
2002-07-09,gwb,sadness,0.05327413984461709
2002-07-09,gwb,disgust,0.038845726970033294
2002-07-09,gwb,joy,0.08546059933407325
2002-07-09,gwb,anticipation,0.08213096559378469
2002-09-04,gwb,fear,0.12162162162162163
2002-09-04,gwb,anger,0.10810810810810811
2002-09-04,gwb,trust,0.0945945945945946
2002-09-04,gwb,surprise,0.04054054054054054
2002-09-04,gwb,positive,0.22972972972972974
2002-09-04,gwb,negative,0.16216216216216217
2002-09-04,gwb,sadness,0.02702702702702703
2002-09-04,gwb,disgust,0.013513513513513514
2002-09-04,gwb,joy,0.05405405405405406
2002-09-04,gwb,anticipation,0.14864864864864866
2002-09-12,gwb,fear,0.13561190738699008
2002-09-12,gwb,anger,0.10804851157662625
2002-09-12,gwb,trust,0.11907386990077178
2002-09-12,gwb,surprise,0.03638368246968027
2002-09-12,gwb,positive,0.17199558985667035
2002-09-12,gwb,negative,0.17861080485115766
2002-09-12,gwb,sadness,0.07717750826901874
2002-09-12,gwb,disgust,0.04851157662624035
2002-09-12,gwb,joy,0.05622932745314223
2002-09-12,gwb,anticipation,0.06835722160970231
2002-09-17,gwb,fear,0.06351550960118169
2002-09-17,gwb,anger,0.03840472673559823
2002-09-17,gwb,trust,0.20531757754800592
2002-09-17,gwb,surprise,0.04579025110782865
2002-09-17,gwb,positive,0.2688330871491876
2002-09-17,gwb,negative,0.08124076809453472
2002-09-17,gwb,sadness,0.03840472673559823
2002-09-17,gwb,disgust,0.026587887740029542
2002-09-17,gwb,joy,0.1344165435745938
2002-09-17,gwb,anticipation,0.09748892171344166
2002-10-16,gwb,fear,0.10891089108910891
2002-10-16,gwb,anger,0.09900990099009901
2002-10-16,gwb,trust,0.21782178217821782
2002-10-16,gwb,surprise,0.019801980198019802
2002-10-16,gwb,positive,0.297029702970297
2002-10-16,gwb,negative,0.0891089108910891
2002-10-16,gwb,sadness,0.0
2002-10-16,gwb,disgust,0.019801980198019802
2002-10-16,gwb,joy,0.06930693069306931
2002-10-16,gwb,anticipation,0.07920792079207921
2002-12-20,gwb,fear,0.03488372093023256
2002-12-20,gwb,anger,0.0
2002-12-20,gwb,trust,0.23255813953488372
2002-12-20,gwb,surprise,0.011627906976744186
2002-12-20,gwb,positive,0.38372093023255816
2002-12-20,gwb,negative,0.046511627906976744
2002-12-20,gwb,sadness,0.011627906976744186
2002-12-20,gwb,disgust,0.023255813953488372
2002-12-20,gwb,joy,0.12790697674418605
2002-12-20,gwb,anticipation,0.12790697674418605
2003-01-07,gwb,fear,0.06009389671361502
2003-01-07,gwb,anger,0.05352112676056338
2003-01-07,gwb,trust,0.1699530516431925
2003-01-07,gwb,surprise,0.04225352112676056
2003-01-07,gwb,positive,0.2535211267605634
2003-01-07,gwb,negative,0.1295774647887324
2003-01-07,gwb,sadness,0.07793427230046948
2003-01-07,gwb,disgust,0.016901408450704224
2003-01-07,gwb,joy,0.09295774647887324
2003-01-07,gwb,anticipation,0.10328638497652583
2003-01-28,gwb,fear,0.1275820170109356
2003-01-28,gwb,anger,0.08140947752126367
2003-01-28,gwb,trust,0.12818955042527339
2003-01-28,gwb,surprise,0.03462940461725395
2003-01-28,gwb,positive,0.20352369380315918
2003-01-28,gwb,negative,0.15066828675577157
2003-01-28,gwb,sadness,0.0692588092345079
2003-01-28,gwb,disgust,0.03766707168894289
2003-01-28,gwb,joy,0.07351154313487242
2003-01-28,gwb,anticipation,0.09356014580801944
2003-02-01,gwb,fear,0.16666666666666666
2003-02-01,gwb,anger,0.0
2003-02-01,gwb,trust,0.16666666666666666
2003-02-01,gwb,surprise,0.0
2003-02-01,gwb,positive,0.3333333333333333
2003-02-01,gwb,negative,0.0
2003-02-01,gwb,sadness,0.0
2003-02-01,gwb,disgust,0.0
2003-02-01,gwb,joy,0.08333333333333333
2003-02-01,gwb,anticipation,0.25
2003-02-12,gwb,fear,0.10344827586206896
2003-02-12,gwb,anger,0.08620689655172414
2003-02-12,gwb,trust,0.1206896551724138
2003-02-12,gwb,surprise,0.034482758620689655
2003-02-12,gwb,positive,0.20689655172413793
2003-02-12,gwb,negative,0.13793103448275862
2003-02-12,gwb,sadness,0.08620689655172414
2003-02-12,gwb,disgust,0.034482758620689655
2003-02-12,gwb,joy,0.05172413793103448
2003-02-12,gwb,anticipation,0.13793103448275862
2003-03-17,gwb,fear,0.16123499142367068
2003-03-17,gwb,anger,0.1097770154373928
2003-03-17,gwb,trust,0.09948542024013722
2003-03-17,gwb,surprise,0.03945111492281304
2003-03-17,gwb,positive,0.15608919382504288
2003-03-17,gwb,negative,0.1835334476843911
2003-03-17,gwb,sadness,0.07890222984562607
2003-03-17,gwb,disgust,0.03430531732418525
2003-03-17,gwb,joy,0.05660377358490566
2003-03-17,gwb,anticipation,0.08061749571183534
2003-03-19,gwb,fear,0.15306122448979592
2003-03-19,gwb,anger,0.07653061224489796
2003-03-19,gwb,trust,0.17346938775510204
2003-03-19,gwb,surprise,0.01020408163265306
2003-03-19,gwb,positive,0.25
2003-03-19,gwb,negative,0.09693877551020408
2003-03-19,gwb,sadness,0.04591836734693878
2003-03-19,gwb,disgust,0.015306122448979591
2003-03-19,gwb,joy,0.08163265306122448
2003-03-19,gwb,anticipation,0.09693877551020408
2003-04-10,gwb,fear,0.14084507042253522
2003-04-10,gwb,anger,0.11971830985915492
2003-04-10,gwb,trust,0.11971830985915492
2003-04-10,gwb,surprise,0.035211267605633804
2003-04-10,gwb,positive,0.176056338028169
2003-04-10,gwb,negative,0.16901408450704225
2003-04-10,gwb,sadness,0.07042253521126761
2003-04-10,gwb,disgust,0.056338028169014086
2003-04-10,gwb,joy,0.04929577464788732
2003-04-10,gwb,anticipation,0.06338028169014084
2003-05-01,gwb,fear,0.1446111869031378
2003-05-01,gwb,anger,0.09004092769440655
2003-05-01,gwb,trust,0.11323328785811733
2003-05-01,gwb,surprise,0.04911323328785812
2003-05-01,gwb,positive,0.17326057298772168
2003-05-01,gwb,negative,0.15961800818553887
2003-05-01,gwb,sadness,0.06548431105047749
2003-05-01,gwb,disgust,0.040927694406548434
2003-05-01,gwb,joy,0.0791268758526603
2003-05-01,gwb,anticipation,0.08458390177353342
2003-05-22,gwb,fear,0.08771929824561403
2003-05-22,gwb,anger,0.05263157894736842
2003-05-22,gwb,trust,0.22807017543859648
2003-05-22,gwb,surprise,0.017543859649122806
2003-05-22,gwb,positive,0.3157894736842105
2003-05-22,gwb,negative,0.08771929824561403
2003-05-22,gwb,sadness,0.03508771929824561
2003-05-22,gwb,disgust,0.017543859649122806
2003-05-22,gwb,joy,0.07017543859649122
2003-05-22,gwb,anticipation,0.08771929824561403
2003-05-28,gwb,fear,0.034220532319391636
2003-05-28,gwb,anger,0.039923954372623575
2003-05-28,gwb,trust,0.16730038022813687
2003-05-28,gwb,surprise,0.039923954372623575
2003-05-28,gwb,positive,0.27566539923954375
2003-05-28,gwb,negative,0.11406844106463879
2003-05-28,gwb,sadness,0.07604562737642585
2003-05-28,gwb,disgust,0.0076045627376425855
2003-05-28,gwb,joy,0.12167300380228137
2003-05-28,gwb,anticipation,0.12357414448669202
2003-07-22,gwb,fear,0.08108108108108109
2003-07-22,gwb,anger,0.05405405405405406
2003-07-22,gwb,trust,0.16216216216216217
2003-07-22,gwb,surprise,0.0
2003-07-22,gwb,positive,0.40540540540540543
2003-07-22,gwb,negative,0.02702702702702703
2003-07-22,gwb,sadness,0.02702702702702703
2003-07-22,gwb,disgust,0.02702702702702703
2003-07-22,gwb,joy,0.13513513513513514
2003-07-22,gwb,anticipation,0.08108108108108109
2003-10-02,gwb,fear,0.08108108108108109
2003-10-02,gwb,anger,0.05405405405405406
2003-10-02,gwb,trust,0.16216216216216217
2003-10-02,gwb,surprise,0.0
2003-10-02,gwb,positive,0.40540540540540543
2003-10-02,gwb,negative,0.02702702702702703
2003-10-02,gwb,sadness,0.02702702702702703
2003-10-02,gwb,disgust,0.02702702702702703
2003-10-02,gwb,joy,0.13513513513513514
2003-10-02,gwb,anticipation,0.08108108108108109
2003-11-05,gwb,fear,0.09745762711864407
2003-11-05,gwb,anger,0.046610169491525424
2003-11-05,gwb,trust,0.15677966101694915
2003-11-05,gwb,surprise,0.025423728813559324
2003-11-05,gwb,positive,0.2966101694915254
2003-11-05,gwb,negative,0.08898305084745763
2003-11-05,gwb,sadness,0.059322033898305086
2003-11-05,gwb,disgust,0.038135593220338986
2003-11-05,gwb,joy,0.08898305084745763
2003-11-05,gwb,anticipation,0.1016949152542373
2003-12-08,gwb,fear,0.02702702702702703
2003-12-08,gwb,anger,0.0
2003-12-08,gwb,trust,0.32432432432432434
2003-12-08,gwb,surprise,0.0
2003-12-08,gwb,positive,0.40540540540540543
2003-12-08,gwb,negative,0.05405405405405406
2003-12-08,gwb,sadness,0.0
2003-12-08,gwb,disgust,0.0
2003-12-08,gwb,joy,0.08108108108108109
2003-12-08,gwb,anticipation,0.10810810810810811
2004-01-20,gwb,fear,0.09846972721224219
2004-01-20,gwb,anger,0.06520292747837658
2004-01-20,gwb,trust,0.1650033266799734
2004-01-20,gwb,surprise,0.03592814371257485
2004-01-20,gwb,positive,0.23486360612109114
2004-01-20,gwb,negative,0.1383898868928809
2004-01-20,gwb,sadness,0.059880239520958084
2004-01-20,gwb,disgust,0.027944111776447105
2004-01-20,gwb,joy,0.07984031936127745
2004-01-20,gwb,anticipation,0.09447771124417831
2004-03-08,gwb,fear,0.0967741935483871
2004-03-08,gwb,anger,0.016129032258064516
2004-03-08,gwb,trust,0.25806451612903225
2004-03-08,gwb,surprise,0.016129032258064516
2004-03-08,gwb,positive,0.2903225806451613
2004-03-08,gwb,negative,0.06451612903225806
2004-03-08,gwb,sadness,0.03225806451612903
2004-03-08,gwb,disgust,0.016129032258064516
2004-03-08,gwb,joy,0.11290322580645161
2004-03-08,gwb,anticipation,0.0967741935483871
2004-05-17,gwb,fear,0.06666666666666667
2004-05-17,gwb,anger,0.0
2004-05-17,gwb,trust,0.2
2004-05-17,gwb,surprise,0.06666666666666667
2004-05-17,gwb,positive,0.26666666666666666
2004-05-17,gwb,negative,0.06666666666666667
2004-05-17,gwb,sadness,0.0
2004-05-17,gwb,disgust,0.0
2004-05-17,gwb,joy,0.13333333333333333
2004-05-17,gwb,anticipation,0.2
2004-06-28,gwb,fear,0.16666666666666666
2004-06-28,gwb,anger,0.09195402298850575
2004-06-28,gwb,trust,0.12643678160919541
2004-06-28,gwb,surprise,0.028735632183908046
2004-06-28,gwb,positive,0.1896551724137931
2004-06-28,gwb,negative,0.16091954022988506
2004-06-28,gwb,sadness,0.040229885057471264
2004-06-28,gwb,disgust,0.040229885057471264
2004-06-28,gwb,joy,0.06896551724137931
2004-06-28,gwb,anticipation,0.08620689655172414
2004-09-02,gwb,fear,0.07535641547861507
2004-09-02,gwb,anger,0.048200950441276307
2004-09-02,gwb,trust,0.15953835709436523
2004-09-02,gwb,surprise,0.054989816700611
2004-09-02,gwb,positive,0.2729124236252546
2004-09-02,gwb,negative,0.09640190088255261
2004-09-02,gwb,sadness,0.04480651731160896
2004-09-02,gwb,disgust,0.017651052274270197
2004-09-02,gwb,joy,0.10862186014935506
2004-09-02,gwb,anticipation,0.12152070604209098
2004-10-29,gwb,fear,0.17647058823529413
2004-10-29,gwb,anger,0.058823529411764705
2004-10-29,gwb,trust,0.11764705882352941
2004-10-29,gwb,surprise,0.0
2004-10-29,gwb,positive,0.23529411764705882
2004-10-29,gwb,negative,0.11764705882352941
2004-10-29,gwb,sadness,0.0
2004-10-29,gwb,disgust,0.058823529411764705
2004-10-29,gwb,joy,0.17647058823529413
2004-10-29,gwb,anticipation,0.058823529411764705
2004-11-04,gwb,fear,0.10256410256410256
2004-11-04,gwb,anger,0.05128205128205128
2004-11-04,gwb,trust,0.14743589743589744
2004-11-04,gwb,surprise,0.019230769230769232
2004-11-04,gwb,positive,0.2692307692307692
2004-11-04,gwb,negative,0.12179487179487179
2004-11-04,gwb,sadness,0.038461538461538464
2004-11-04,gwb,disgust,0.02564102564102564
2004-11-04,gwb,joy,0.08974358974358974
2004-11-04,gwb,anticipation,0.1346153846153846
2004-11-15,gwb,fear,0.0847457627118644
2004-11-15,gwb,anger,0.05084745762711865
2004-11-15,gwb,trust,0.1694915254237288
2004-11-15,gwb,surprise,0.05084745762711865
2004-11-15,gwb,positive,0.23728813559322035
2004-11-15,gwb,negative,0.13559322033898305
2004-11-15,gwb,sadness,0.06779661016949153
2004-11-15,gwb,disgust,0.03389830508474576
2004-11-15,gwb,joy,0.0847457627118644
2004-11-15,gwb,anticipation,0.0847457627118644
2005-01-20,gwb,fear,0.08211920529801324
2005-01-20,gwb,anger,0.04768211920529802
2005-01-20,gwb,trust,0.17086092715231788
2005-01-20,gwb,surprise,0.051655629139072845
2005-01-20,gwb,positive,0.2609271523178808
2005-01-20,gwb,negative,0.09668874172185431
2005-01-20,gwb,sadness,0.05033112582781457
2005-01-20,gwb,disgust,0.022516556291390728
2005-01-20,gwb,joy,0.1152317880794702
2005-01-20,gwb,anticipation,0.10198675496688742
2005-01-28,gwb,fear,0.055299539170506916
2005-01-28,gwb,anger,0.03686635944700461
2005-01-28,gwb,trust,0.22119815668202766
2005-01-28,gwb,surprise,0.05069124423963134
2005-01-28,gwb,positive,0.2995391705069124
2005-01-28,gwb,negative,0.06912442396313365
2005-01-28,gwb,sadness,0.03225806451612903
2005-01-28,gwb,disgust,0.027649769585253458
2005-01-28,gwb,joy,0.09216589861751152
2005-01-28,gwb,anticipation,0.1152073732718894
2005-02-02,gwb,fear,0.08333333333333333
2005-02-02,gwb,anger,0.04954954954954955
2005-02-02,gwb,trust,0.19594594594594594
2005-02-02,gwb,surprise,0.0518018018018018
2005-02-02,gwb,positive,0.23423423423423423
2005-02-02,gwb,negative,0.09684684684684684
2005-02-02,gwb,sadness,0.0518018018018018
2005-02-02,gwb,disgust,0.02702702702702703
2005-02-02,gwb,joy,0.10135135135135136
2005-02-02,gwb,anticipation,0.10810810810810811
2005-02-14,gwb,fear,0.10196078431372549
2005-02-14,gwb,anger,0.054901960784313725
2005-02-14,gwb,trust,0.18823529411764706
2005-02-14,gwb,surprise,0.043137254901960784
2005-02-14,gwb,positive,0.28627450980392155
2005-02-14,gwb,negative,0.10980392156862745
2005-02-14,gwb,sadness,0.03529411764705882
2005-02-14,gwb,disgust,0.0196078431372549
2005-02-14,gwb,joy,0.0784313725490196
2005-02-14,gwb,anticipation,0.08235294117647059
2005-03-21,gwb,fear,0.09090909090909091
2005-03-21,gwb,anger,0.045454545454545456
2005-03-21,gwb,trust,0.2727272727272727
2005-03-21,gwb,surprise,0.045454545454545456
2005-03-21,gwb,positive,0.3181818181818182
2005-03-21,gwb,negative,0.045454545454545456
2005-03-21,gwb,sadness,0.045454545454545456
2005-03-21,gwb,disgust,0.0
2005-03-21,gwb,joy,0.045454545454545456
2005-03-21,gwb,anticipation,0.09090909090909091
2005-03-31,gwb,fear,0.16356877323420074
2005-03-31,gwb,anger,0.026022304832713755
2005-03-31,gwb,trust,0.21189591078066913
2005-03-31,gwb,surprise,0.011152416356877323
2005-03-31,gwb,positive,0.31226765799256506
2005-03-31,gwb,negative,0.06691449814126393
2005-03-31,gwb,sadness,0.01858736059479554
2005-03-31,gwb,disgust,0.01486988847583643
2005-03-31,gwb,joy,0.12267657992565056
2005-03-31,gwb,anticipation,0.05204460966542751
2005-06-10,gwb,fear,0.03731343283582089
2005-06-10,gwb,anger,0.014925373134328358
2005-06-10,gwb,trust,0.208955223880597
2005-06-10,gwb,surprise,0.05223880597014925
2005-06-10,gwb,positive,0.31343283582089554
2005-06-10,gwb,negative,0.05970149253731343
2005-06-10,gwb,sadness,0.04477611940298507
2005-06-10,gwb,disgust,0.022388059701492536
2005-06-10,gwb,joy,0.08955223880597014
2005-06-10,gwb,anticipation,0.15671641791044777
2005-06-21,gwb,fear,0.029850746268656716
2005-06-21,gwb,anger,0.004975124378109453
2005-06-21,gwb,trust,0.21393034825870647
2005-06-21,gwb,surprise,0.04477611940298507
2005-06-21,gwb,positive,0.3880597014925373
2005-06-21,gwb,negative,0.029850746268656716
2005-06-21,gwb,sadness,0.009950248756218905
2005-06-21,gwb,disgust,0.01990049751243781
2005-06-21,gwb,joy,0.12437810945273632
2005-06-21,gwb,anticipation,0.13432835820895522
2005-07-26,gwb,fear,0.047619047619047616
2005-07-26,gwb,anger,0.047619047619047616
2005-07-26,gwb,trust,0.19047619047619047
2005-07-26,gwb,surprise,0.0
2005-07-26,gwb,positive,0.2857142857142857
2005-07-26,gwb,negative,0.09523809523809523
2005-07-26,gwb,sadness,0.047619047619047616
2005-07-26,gwb,disgust,0.0
2005-07-26,gwb,joy,0.14285714285714285
2005-07-26,gwb,anticipation,0.14285714285714285
2005-08-08,gwb,fear,0.0
2005-08-08,gwb,anger,0.0
2005-08-08,gwb,trust,0.27586206896551724
2005-08-08,gwb,surprise,0.0
2005-08-08,gwb,positive,0.4827586206896552
2005-08-08,gwb,negative,0.06896551724137931
2005-08-08,gwb,sadness,0.0
2005-08-08,gwb,disgust,0.0
2005-08-08,gwb,joy,0.034482758620689655
2005-08-08,gwb,anticipation,0.13793103448275862
2005-08-28,gwb,fear,0.08275862068965517
2005-08-28,gwb,anger,0.06551724137931035
2005-08-28,gwb,trust,0.17586206896551723
2005-08-28,gwb,surprise,0.041379310344827586
2005-08-28,gwb,positive,0.2517241379310345
2005-08-28,gwb,negative,0.12758620689655173
2005-08-28,gwb,sadness,0.05517241379310345
2005-08-28,gwb,disgust,0.034482758620689655
2005-08-28,gwb,joy,0.06896551724137931
2005-08-28,gwb,anticipation,0.09655172413793103
2005-09-29,gwb,fear,0.021505376344086023
2005-09-29,gwb,anger,0.02867383512544803
2005-09-29,gwb,trust,0.2867383512544803
