date,source,sentence,depth
2004-07-28,oba,"E pluribus unum: ""Out of many, one.""",4
2004-07-28,oba,"Now even as we speak, there are those who are preparing to divide us -- the spin masters, the negative ad peddlers who embrace the politics of ""anything goes.""",11
2004-07-28,oba,"Well, I say to them tonight, there is not a liberal America and a conservative America -- there is the United States of America.",4
2004-07-28,oba,There is not a Black America and a White America and Latino America and Asian America -- there’s the United States of America.,6
2004-07-28,oba,"The pundits, the pundits like to slice-and-dice our country into red states and blue states; red states for Republicans, blue states for Democrats.",4
2004-07-28,oba,"But I’ve got news for them, too.",3
2004-07-28,oba,"We worship an awesome God in the blue states, and we don’t like federal agents poking around in our libraries in the red states.",7
2004-07-28,oba,"We coach Little League in the blue states and yes, we’ve got some gay friends in the red states.",5
2004-07-28,oba,There are patriots who opposed the war in Iraq and there are patriots who supported the war in Iraq.,8
2004-07-28,oba,"We are one people, all of us pledging allegiance to the stars and stripes, all of us defending the United States of America.",5
2004-07-28,oba,"In the end -- In the end -- In the end, that’s what this election is about.",3
2004-07-28,oba,Do we participate in a politics of cynicism or do we participate in a politics of hope?,5
2004-07-28,oba,John Kerry calls on us to hope.,2
2004-07-28,oba,John Edwards calls on us to hope.,2
2004-07-28,oba,"I’m not talking about blind optimism here -- the almost willful ignorance that thinks unemployment will go away if we just don’t think about it, or the health care crisis will solve itself if we just ignore it.",8
2004-07-28,oba,That’s not what I’m talking about.,3
2004-07-28,oba,I’m talking about something more substantial.,4
2004-07-28,oba,"It’s the hope of slaves sitting around a fire singing freedom songs; the hope of immigrants setting out for distant shores; the hope of a young naval lieutenant bravely patrolling the Mekong Delta; the hope of a millworker’s son who dares to defy the odds; the hope of a skinny kid with a funny name who believes that America has a place for him, too.",10
2004-07-28,oba,Hope -- Hope in the face of difficulty.,4
2004-07-28,oba,Hope in the face of uncertainty.,4
2004-07-28,oba,The audacity of hope!,2
2004-07-28,oba,"In the end, that is God’s greatest gift to us, the bedrock of this nation.",5
2004-07-28,oba,A belief in things not seen.,4
2004-07-28,oba,A belief that there are better days ahead.,3
2004-07-28,oba,I believe that we can give our middle class relief and provide working families with a road to opportunity.,6
2004-07-28,oba,"I believe we can provide jobs to the jobless, homes to the homeless, and reclaim young people in cities across America from violence and despair.",7
2004-07-28,oba,"I believe that we have a righteous wind at our backs and that as we stand on the crossroads of history, we can make the right choices, and meet the challenges that face us.",7
2004-07-28,oba,America!,1
2004-07-28,oba,"Tonight, if you feel the same energy that I do, if you feel the same urgency that I do, if you feel the same passion that I do, if you feel the same hopefulness that I do -- if we do what we must do, then I have no doubt that all across the country, from Florida to Oregon, from Washington to Maine, the people will rise up in November, and John Kerry will be sworn in as President, and John Edwards will be sworn in as Vice President, and this country will reclaim its promise, and out of this long political darkness a brighter day will come.",8
2004-07-28,oba,Thank you very much everybody.,2
2004-07-28,oba,God bless you.,1
2004-07-28,oba,Thank you.,1
2008-06-04,oba,Thank you....Thank you.,1
2008-06-04,oba,What a -- What a wonderful reception.,2
2008-06-04,oba,"Thank you, Saint Paul.",3
2008-06-04,oba,"Thank you, Minnesota.",2
2008-06-04,oba,"Thank you, JoAnn Syverson, for the wonderful introduction.",3
2008-06-04,oba,"Thank you, Michelle Obama and Malia Obama and Sasha Obama.",4
2008-06-04,oba,Thank you to my brothers and sisters.,3
2008-06-04,oba,Thank you to -- Thank you to my staff.,4
2008-06-04,oba,Thank you to our volunteers.,3
2008-06-04,oba,Thank you to my political team.,3
2008-06-04,oba,"Thank you to our campaign manager, David Plouffe, who never gets any credit, but has built the best political organization in the country.",5
2008-06-04,oba,"Thank you to my grandmother, who helped raise me, and is sitting in Hawaii somewhere right now because she can't travel, but who poured everything she had into me, and who helped to make me the man I am today.",8
2008-06-04,oba,Tonight is for her.,2
2008-06-04,oba,"Tonight, Minnesota, after 54 hard-fought contests, our primary season has finally come to an end.",4
2008-06-04,oba,"Sixteen -- Sixteen months have passed since we first stood together on the steps of the Old State Capitol in Springfield, Illinois.",8
2008-06-04,oba,Thousands of miles have been traveled; millions of voices have been heard.,4
2008-06-04,oba,"And because of what you said, because you decided that change must come to Washington, because you believed that this year must be different than all the rest, because -- because you chose to listen not to your doubts or your fears, but to your greatest hopes and highest aspirations, tonight we mark the end of one historic journey with the beginning of another, a journey -- a journey that will bring a new and better day to America.",10
2008-06-04,oba,"Because of you, tonight I can stand here and say that I will be the Democratic nominee for the President of the United States of America.",9
2008-06-04,oba,I want to -- I want to thank -- I want to thank -- I want to thank all those in Montana and South Dakota who stood up for change today.,6
2008-06-04,oba,"I want to thank every American who stood with us over the course of this campaign, through the good days and the bad, from the snows of Cedar Rapids to the sunshine of Sioux Falls.",8
2008-06-04,oba,"And, tonight, I also want to thank the men and woman who took this journey with me as fellow candidates for President.",7
2008-06-04,oba,"You know, at this defining moment -- At this defining moment for our nation, we should be proud that our Party put forth one of the most talented, qualified field of individuals ever to run for office.",3
2008-06-04,oba,I have not just competed with them as rivals.,2
2008-06-04,oba,"I’ve learned from them as friends, as public servants, and as patriots who love America and are willing to work tirelessly to make this country better.",10
2008-06-04,oba,They are leaders of this Party and leaders that America will turn to for years to come.,6
2008-06-04,oba,And that is particularly true for the candidate who has traveled further on this journey than anyone else: Senator Hillary Clinton has made history in this campaign.,9
2008-06-04,oba,"She has made history not -- not just because she’s a woman who has done what no woman has done before, but because she is a leader who inspires millions of Americans with her strength, her courage, and her commitment to the causes that brought us here tonight.",11
2008-06-04,oba,"I congratulate her on her victory in South Dakota, and I congratulate her on the race that she has run throughout this contest.",7
2008-06-04,oba,We’ve certainly had our differences over the last 16 months.,4
2008-06-04,oba,"But as someone who’s shared a stage with her many times, I can tell you that what gets Hillary Clinton up in the morning -- even in the face of tough odds -- is exactly what sent her and Bill Clinton to sign up for their first campaign in Texas all those years ago, what sent her to work at the Children’s Defense Fund and made her fight for health care as first lady, what led her to the United States Senate and fueled her barrier-breaking campaign for the presidency: an unyielding desire to improve the lives of ordinary Americans, no matter how difficult the fight may be.",14
2008-06-04,oba,And you can rest assured that when we finally win the battle for universal health care in this country -- and we will win that fight -- she will be central to that victory.,10
2008-06-04,oba,"When we transform our energy policy and lift our children out of poverty, it will be because she worked to help make it happen.",5
2008-06-04,oba,"Our Party and our country are better off because of her, and I am a better candidate for having had the honor to compete with Hillary Rodham Clinton.",9
2008-06-04,oba,There are those who say that this primary has somehow left us weaker and more divided.,6
2008-06-04,oba,"Well, I say that, because of this primary, there are millions of Americans who've cast their ballot for the very first time.",7
2008-06-04,oba,"There are -- There are Independents and Republicans who understand this election isn’t just about a change of Party in Washington, but also about the need to change Washington.",7
2008-06-04,oba,"There are -- There are young people, and African-Americans, and Hispanic-Americans, and women of all ages who have voted in numbers that have broken records and inspired a nation.",12
2008-06-04,oba,All of you chose to support a candidate you believe in deeply.,4
2008-06-04,oba,"But at the end of the day, we aren’t the reason you came out and waited in lines that stretched block after block to make your voice heard.",10
2008-06-04,oba,You didn’t do that -- You didn’t do that because of me or Senator Clinton or anyone else.,1
2008-06-04,oba,"You did it because you know in your hearts that at this moment, a moment that will define a generation, we cannot afford to keep doing what we’ve been doing.",6
2008-06-04,oba,We owe our children a better future.,2
2008-06-04,oba,We owe our country a better future.,2
2008-06-04,oba,"And for all those who dream of that future tonight, I say: Let us begin the work together.",6
2008-06-04,oba,Let us unite in common effort to chart a new course for America.,7
2008-06-04,oba,"In just -- In just a few short months, the Republican Party will arrive in St. Paul with a very different agenda.",4
2008-06-04,oba,"They will -- They will come here to nominate John McCain, a man who has served this country heroically.",6
2008-06-04,oba,"I honor, we honor the service of John McCain, and I respect his many accomplishments, even if he chooses to deny mine.",4
2008-06-04,oba,My -- My differences with him -- My differences with him are not personal.,2
2008-06-04,oba,"They are with the policies he has proposed in this campaign, because while John McCain can legitimately tout moments of independence from his Party in the past, such independence has not been the hallmark of his presidential campaign.",6
2008-06-04,oba,"It’s not change when John McCain decided to stand with George Bush 95 percent of the time, as he did in the Senate last year.",6
2008-06-04,oba,"It’s not change when he offers four more years of Bush economic policies that have failed to create well-paying jobs, or insure our workers, or help Americans afford the skyrocketing cost of college, policies that have lowered the real incomes of the average American family, and widened the gap between Wall Street and Main Street, and left our children with a mountain of debt.",15
2008-06-04,oba,"It’s not change when he promises to continue a policy in Iraq that asks everything of our brave men and women in uniform and nothing of Iraqi politicians, a policy where all we look for are reasons to stay in Iraq, while we spend billions of dollars a month on a war that isn’t making the American people any safer.",13
2008-06-04,oba,"So -- So, I’ll say this: There are many words to describe John McCain’s attempt to pass off his embrace of George Bush’s policies as bipartisan and new, but “change” is not one of them.",1
2008-06-04,oba,"“Change” is not one of them, because change is a foreign policy that doesn’t begin and end with a war that should’ve never been authorized and never been waged.",9
2008-06-04,oba,"I won’t stand here and pretend that there are many good options left in Iraq, but what’s not an option is leaving our troops in that country for the next hundred years, especially at a time when our military is overstretched, our nation is isolated, and nearly every other threat to America is being ignored.",6
2008-06-04,oba,"We -- We must be -- We must be as careful getting out of Iraq as we were careless getting in, but we -- but start leaving we must.",5
2008-06-04,oba,It’s time for Iraqis to take responsibility for their future.,6
2008-06-04,oba,It’s time to rebuild our military and give our veterans the care and the benefits they deserve when they come home.,8
2008-06-04,oba,"It’s time -- It's time to refocus our efforts on Al Qaida’s leadership and Afghanistan, and rally the world against the common threats of the 21st century: terrorism and nuclear weapons, climate change and poverty, genocide and disease.",1
2008-06-04,oba,That’s what change is.,2
2008-06-04,oba,"Change -- Change, Minnesota, is realizing that meetings today’s threats requires not just our firepower, but the power of our diplomacy: tough -- tough, direct diplomacy, where the President of the United States isn’t afraid to let any petty dictator know where America stands and what we stand for.",10
2008-06-04,oba,We must once again have the courage and the conviction to lead the free world.,5
2008-06-04,oba,That is the legacy of Roosevelt and Truman and Kennedy.,5
2008-06-04,oba,That’s what the American people demand.,3
2008-06-04,oba,That’s what change is.,2
2008-06-04,oba,"Change is building an economy that rewards not just wealth, but the work and the workers who created it.",4
2008-06-04,oba,"It’s understanding that the struggles facing working families can’t be solved by spending billions of dollars on more tax breaks for big corporations and wealthy CEOs, but by giving a middle-class tax break to those who need it, and investing in our crumbling infrastructure, and transforming how we use energy, and improving our schools, and renewing our commitment to science and innovation.",11
2008-06-04,oba,"It’s understanding that fiscal responsibility and shared prosperity can go hand-in-hand, as they did when Bill Clinton was President.",4
2008-06-04,oba,"John McCain has spent a lot of time talking about trips to Iraq in the last few weeks, but maybe if he spent some time taking trips to the cities and towns that have been hardest hit by this economy -- cities in Michigan, and Ohio, and right here in Minnesota -- he’d understand the kind of change that people are looking for.",11
2008-06-04,oba,"Maybe if he went to Iowa and met the student who works the night shift after a full day of class and still can’t pay the medical bills for a sister who’s ill, he’d understand she can’t afford four more years of a health care plan that only takes care of the healthy and the wealthy.",9
2008-06-04,oba,"She needs us to pass health care right now, a plan that guarantees insurance to every American who wants it and brings down premiums for every family who needs it.",12
2008-06-04,oba,"That’s the change we need, Minnesota.",3
2008-06-04,oba,"Maybe -- Maybe if John McCain went to Pennsylvania and he met the man who lost his job, but can’t even afford the gas to drive around and look for a new one, he’d understand we can’t afford four more years of our addiction to oil from dictators.",8
2008-06-04,oba,"That man needs us to pass an energy policy that works with automakers to raise fuel standards, and makes corporations pay for their pollution, and oil companies invest their record profits in a clean energy future, an energy policy that will create millions of new jobs that pay well and can’t be outsourced.",10
2008-06-04,oba,"That’s the change we need, Minnesota.",3
2008-06-04,oba,"And maybe if John McCain spent some time in the schools of South Carolina or St. Paul, Minnesota, or where he spoke tonight in New Orleans, Louisiana, he’d understand that we can’t afford to leave the money behind for No Child Left Behind; that we owe it to our children to invest in early-childhood education; and recruit an army of new teachers and give them better pay and more support; and finally decide that, in this global economy, the chance to get a college education should not be a privilege for the few, but a birthright of every American.",8
2008-06-04,oba,That’s the change we need in America.,3
2008-06-04,oba,That’s why I’m running for President of the United States.,6
2008-06-04,oba,"Now -- Now, the other side will come here in September and offer a very different set of policies and positions, and that is a good thing.",5
2008-06-04,oba,That is a debate I look forward to.,3
2008-06-04,oba,It is a debate that the American people deserve on the issues that will help determine the future of this country and the future for our children.,11
2008-06-04,oba,"But what you don’t deserve is another election that’s governed by fear, and innuendo, and division.",6
2008-06-04,oba,What you won’t hear from this campaign or this Party is the kind of politics that uses religion as a wedge and patriotism as a bludgeon.,7
2008-06-04,oba,"What you won’t see from this campaign or this Party is a politics that sees our opponents not as competitors to challenge, but enemies to polarize, because we may call ourselves Democrats and Republicans, but we are Americans first.",5
2008-06-04,oba,We are always Americans first.,1
2008-06-04,oba,"Despite -- Despite what the good senator from Arizona may have said tonight, I’ve seen people of differing views and opinions find common cause many times during my two decades in public life, and I’ve brought many together myself.",6
2008-06-04,oba,I’ve walked arm-in-arm with community leaders on the south side of Chicago and watched tensions fade as black and white and Latino fought together for good jobs and good schools.,7
2008-06-04,oba,I’ve sat across the table from law enforcement officials and civil rights advocates to reform a criminal justice system that sent 13 innocent people to death row.,6
2008-06-04,oba,"I’ve worked with friends in the other Party to provide more children with health insurance and more working families with a tax break, to curb the spread of nuclear weapons and ensure that the American people know where their tax dollars are being spent, and to reduce the influence of lobbyists who have all too often set the agenda in Washington.",12
2008-06-04,oba,"In our country -- In our country, I have found that this cooperation happens not because we agree on everything, but because, behind all the false labels and false divisions and categories that define us, beyond all the petty bickering and point-scoring in Washington, Americans are a decent, generous, compassionate people, united by common challenges and common hopes.",7
2008-06-04,oba,"And every so often, there are moments which call on that fundamental goodness to make this country great again.",6
2008-06-04,oba,"So it was for that band of patriots who declared in a Philadelphia hall the formation of a more perfect union, and for all those who gave on the fields of Gettysburg and Antietam their last full measure of devotion to save that same union.",10
2008-06-04,oba,"So it was for the greatest generation that conquered fear itself, and liberated a continent from tyranny, and made this country home to untold opportunity and prosperity.",7
2008-06-04,oba,"So it was for the workers who stood out on the picket lines, the women who shattered glass ceilings, the children who braved a Selma bridge for freedom’s cause.",10
2008-06-04,oba,So it has been for every generation that faced down the greatest challenges and the most improbable odds to leave their children a world that’s better and kinder and more just.,9
2008-06-04,oba,And so it must be for us.,2
2008-06-04,oba,"America, this is our moment.",2
2008-06-04,oba,"This is our time, our time to turn the page on the policies of the past, our time to bring new energy and new ideas to the challenges we face, our time to offer a new direction for this country that we love.",9
2008-06-04,oba,The journey will be difficult.,2
2008-06-04,oba,The road will be long.,2
2008-06-04,oba,"I face this challenge -- I face this challenge with profound humility and knowledge of my own limitations, but I also face it with limitless faith in the capacity of the American people.",8
2008-06-04,oba,"Because if we are willing to work for it, and fight for it, and believe in it, then I am absolutely certain that, generations from now, we will be able to look back and tell our children that this was the moment when we began to provide care for the sick and good jobs to the jobless.",12
2008-06-04,oba,This was the moment when the rise of the oceans began to slow and our planet began to heal.,6
2008-06-04,oba,"This was the moment when we ended a war, and secured our nation, and restored our image as the last, best hope on Earth.",7
2008-06-04,oba,"This was the moment, this was the time when we came together to remake this great nation so that it may always reflect our very best selves and our highest ideals.",6
2008-06-04,oba,"Thank you, Minnesota.",2
2008-06-04,oba,God bless you.,1
2008-06-04,oba,God bless the United States of America.Thank you....Thank you.,3
2008-06-04,oba,What a -- What a wonderful reception.,2
2008-06-04,oba,"Thank you, Saint Paul.",3
2008-06-04,oba,"Thank you, Minnesota.",2
2008-06-04,oba,"Thank you, JoAnn Syverson, for the wonderful introduction.",3
2008-06-04,oba,"Thank you, Michelle Obama and Malia Obama and Sasha Obama.",4
2008-06-04,oba,Thank you to my brothers and sisters.,3
2008-06-04,oba,Thank you to -- Thank you to my staff.,4
2008-06-04,oba,Thank you to our volunteers.,3
2008-06-04,oba,Thank you to my political team.,3
2008-06-04,oba,"Thank you to our campaign manager, David Plouffe, who never gets any credit, but has built the best political organization in the country.",5
2008-06-04,oba,"Thank you to my grandmother, who helped raise me, and is sitting in Hawaii somewhere right now because she can't travel, but who poured everything she had into me, and who helped to make me the man I am today.",8
2008-06-04,oba,Tonight is for her.,2
2008-06-04,oba,"Tonight, Minnesota, after 54 hard-fought contests, our primary season has finally come to an end.",4
2008-06-04,oba,"Sixteen -- Sixteen months have passed since we first stood together on the steps of the Old State Capitol in Springfield, Illinois.",8
2008-06-04,oba,Thousands of miles have been traveled; millions of voices have been heard.,4
2008-06-04,oba,"And because of what you said, because you decided that change must come to Washington, because you believed that this year must be different than all the rest, because -- because you chose to listen not to your doubts or your fears, but to your greatest hopes and highest aspirations, tonight we mark the end of one historic journey with the beginning of another, a journey -- a journey that will bring a new and better day to America.",10
2008-06-04,oba,"Because of you, tonight I can stand here and say that I will be the Democratic nominee for the President of the United States of America.",9
2008-06-04,oba,I want to -- I want to thank -- I want to thank -- I want to thank all those in Montana and South Dakota who stood up for change today.,6
2008-06-04,oba,"I want to thank every American who stood with us over the course of this campaign, through the good days and the bad, from the snows of Cedar Rapids to the sunshine of Sioux Falls.",8
2008-06-04,oba,"And, tonight, I also want to thank the men and woman who took this journey with me as fellow candidates for President.",7
2008-06-04,oba,"You know, at this defining moment -- At this defining moment for our nation, we should be proud that our Party put forth one of the most talented, qualified field of individuals ever to run for office.",3
2008-06-04,oba,I have not just competed with them as rivals.,2
2008-06-04,oba,"I’ve learned from them as friends, as public servants, and as patriots who love America and are willing to work tirelessly to make this country better.",10
2008-06-04,oba,They are leaders of this Party and leaders that America will turn to for years to come.,6
2008-06-04,oba,And that is particularly true for the candidate who has traveled further on this journey than anyone else: Senator Hillary Clinton has made history in this campaign.,9
2008-06-04,oba,"She has made history not -- not just because she’s a woman who has done what no woman has done before, but because she is a leader who inspires millions of Americans with her strength, her courage, and her commitment to the causes that brought us here tonight.",11
2008-06-04,oba,"I congratulate her on her victory in South Dakota, and I congratulate her on the race that she has run throughout this contest.",7
2008-06-04,oba,We’ve certainly had our differences over the last 16 months.,4
2008-06-04,oba,"But as someone who’s shared a stage with her many times, I can tell you that what gets Hillary Clinton up in the morning -- even in the face of tough odds -- is exactly what sent her and Bill Clinton to sign up for their first campaign in Texas all those years ago, what sent her to work at the Children’s Defense Fund and made her fight for health care as first lady, what led her to the United States Senate and fueled her barrier-breaking campaign for the presidency: an unyielding desire to improve the lives of ordinary Americans, no matter how difficult the fight may be.",14
2008-06-04,oba,And you can rest assured that when we finally win the battle for universal health care in this country -- and we will win that fight -- she will be central to that victory.,10
2008-06-04,oba,"When we transform our energy policy and lift our children out of poverty, it will be because she worked to help make it happen.",5
2008-06-04,oba,"Our Party and our country are better off because of her, and I am a better candidate for having had the honor to compete with Hillary Rodham Clinton.",9
2008-06-04,oba,There are those who say that this primary has somehow left us weaker and more divided.,6
2008-06-04,oba,"Well, I say that, because of this primary, there are millions of Americans who've cast their ballot for the very first time.",7
2008-06-04,oba,"There are -- There are Independents and Republicans who understand this election isn’t just about a change of Party in Washington, but also about the need to change Washington.",7
2008-06-04,oba,"There are -- There are young people, and African-Americans, and Hispanic-Americans, and women of all ages who have voted in numbers that have broken records and inspired a nation.",12
2008-06-04,oba,All of you chose to support a candidate you believe in deeply.,4
2008-06-04,oba,"But at the end of the day, we aren’t the reason you came out and waited in lines that stretched block after block to make your voice heard.",10
2008-06-04,oba,You didn’t do that -- You didn’t do that because of me or Senator Clinton or anyone else.,1
2008-06-04,oba,"You did it because you know in your hearts that at this moment, a moment that will define a generation, we cannot afford to keep doing what we’ve been doing.",6
2008-06-04,oba,We owe our children a better future.,2
2008-06-04,oba,We owe our country a better future.,2
2008-06-04,oba,"And for all those who dream of that future tonight, I say: Let us begin the work together.",6
2008-06-04,oba,Let us unite in common effort to chart a new course for America.,7
2008-06-04,oba,"In just -- In just a few short months, the Republican Party will arrive in St. Paul with a very different agenda.",4
2008-06-04,oba,"They will -- They will come here to nominate John McCain, a man who has served this country heroically.",6
2008-06-04,oba,"I honor, we honor the service of John McCain, and I respect his many accomplishments, even if he chooses to deny mine.",4
2008-06-04,oba,My -- My differences with him -- My differences with him are not personal.,2
2008-06-04,oba,"They are with the policies he has proposed in this campaign, because while John McCain can legitimately tout moments of independence from his Party in the past, such independence has not been the hallmark of his presidential campaign.",6
2008-06-04,oba,"It’s not change when John McCain decided to stand with George Bush 95 percent of the time, as he did in the Senate last year.",6
