date,source,pos,proportion
2008-01-28,gwb,SCONJ,0.0666799425642746
2008-01-28,gwb,ADV,0.0671725482386727
2002-01-29,gwb,DET,0.0688264870505645
2002-01-29,gwb,SYM,0.0278278468203523
2002-01-29,gwb,X,0.00793726085444139
2002-01-29,gwb,NUM,0.0658065332194922
2002-01-29,gwb,CCONJ,0.0685260727951175
2002-01-29,gwb,PUNCT,0.0689055434335768
2002-01-29,gwb,INTJ,0.00698858425829301
2002-01-29,gwb,ADJ,0.0686367517313348
2002-01-29,gwb,PART,0.0687474306675521
2002-01-29,gwb,AUX,0.0688581096037694
2002-01-29,gwb,NOUN,0.0687632419441546
2002-01-29,gwb,PRON,0.068810675773962
2002-01-29,gwb,VERB,0.0688897321569744
2002-01-29,gwb,PROPN,0.0688739208803719
2002-01-29,gwb,ADP,0.0685418840717199
2002-01-29,gwb,SCONJ,0.0668184549220504
2002-01-29,gwb,ADV,0.068241469816273
2003-01-28,gwb,DET,0.069065794256634
2003-01-28,gwb,SYM,0.0370319883678662
2003-01-28,gwb,X,0
2003-01-28,gwb,NUM,0.066612141039622
2003-01-28,gwb,CCONJ,0.0689976372228281
2003-01-28,gwb,PUNCT,0.0691225917848055
2003-01-28,gwb,INTJ,0
2003-01-28,gwb,ADJ,0.0690771537622683
2003-01-28,gwb,PART,0.0690430752453653
2003-01-28,gwb,AUX,0.0690089967284624
2003-01-28,gwb,NOUN,0.0689067611777535
2003-01-28,gwb,PRON,0.0689635587059251
2003-01-28,gwb,VERB,0.0690544347509996
2003-01-28,gwb,PROPN,0.0691112322791712
2003-01-28,gwb,ADP,0.0690998727735369
2003-01-28,gwb,SCONJ,0.0679298436932025
2003-01-28,gwb,ADV,0.0689749182115594
2004-01-20,gwb,DET,0.0629537607692556
2004-01-20,gwb,SYM,0.0578555064373528
2004-01-20,gwb,X,0
2004-01-20,gwb,NUM,0.0605659707657062
2004-01-20,gwb,CCONJ,0.0631043421208308
2004-01-20,gwb,PUNCT,0.063201144418272
2004-01-20,gwb,INTJ,0.0613081217127553
2004-01-20,gwb,ADJ,0.0631150979316576
2004-01-20,gwb,PART,0.0631688769857916
2004-01-20,gwb,AUX,0.0631366095533112
2004-01-20,gwb,NOUN,0.0630720746883504
2004-01-20,gwb,PRON,0.0630613188775236
2004-01-20,gwb,VERB,0.0631796327966184
2004-01-20,gwb,PROPN,0.0631903886074452
2004-01-20,gwb,ADP,0.0629430049584288
2004-01-20,gwb,SCONJ,0.0630505630666968
2004-01-20,gwb,ADV,0.063093586310004
2007-01-23,gwb,DET,0.0670790392871433
2007-01-23,gwb,SYM,0.0622343819276978
2007-01-23,gwb,X,0
2007-01-23,gwb,NUM,0.0648621759865042
2007-01-23,gwb,CCONJ,0.0671331091237442
2007-01-23,gwb,PUNCT,0.067349388470148
2007-01-23,gwb,INTJ,0
2007-01-23,gwb,ADJ,0.0672628767315865
2007-01-23,gwb,PART,0.0664302012479318
2007-01-23,gwb,AUX,0.0671006672217836
2007-01-23,gwb,NOUN,0.0673385745028279
2007-01-23,gwb,PRON,0.0673277605355077
2007-01-23,gwb,VERB,0.0672953186335471
2007-01-23,gwb,PROPN,0.0672088068949856
2007-01-23,gwb,ADP,0.0673169465681875
2007-01-23,gwb,SCONJ,0.0671547370583846
2007-01-23,gwb,ADV,0.0669060158100202
2001-09-20,gwb,DET,0.0681188516362176
2001-09-20,gwb,SYM,0.00606303955029111
2001-09-20,gwb,X,0
2001-09-20,gwb,NUM,0.0583818510339289
2001-09-20,gwb,CCONJ,0.0680184701867095
2001-09-20,gwb,PUNCT,0.0682794619554306
2001-09-20,gwb,INTJ,0.052419192933146
2001-09-20,gwb,ADJ,0.0681389279261193
2001-09-20,gwb,PART,0.0676972495482835
2001-09-20,gwb,AUX,0.0680385464766111
2001-09-20,gwb,NOUN,0.0679783176069062
2001-09-20,gwb,PRON,0.068259385665529
2001-09-20,gwb,VERB,0.0682393093756274
2001-09-20,gwb,PROPN,0.0681991567958241
2001-09-20,gwb,ADP,0.0681790805059225
2001-09-20,gwb,SCONJ,0.0670748845613331
2001-09-20,gwb,ADV,0.0669142742421201
2001-10-07,gwb,DET,0.0703580901856764
2001-10-07,gwb,SYM,0
2001-10-07,gwb,X,0
2001-10-07,gwb,NUM,0.0686339522546419
2001-10-07,gwb,CCONJ,0.0724137931034483
2001-10-07,gwb,PUNCT,0.073342175066313
2001-10-07,gwb,INTJ,0
2001-10-07,gwb,ADJ,0.0707559681697613
2001-10-07,gwb,PART,0.0731432360742706
2001-10-07,gwb,AUX,0.0729442970822281
2001-10-07,gwb,NOUN,0.0724801061007958
2001-10-07,gwb,PRON,0.0728116710875332
2001-10-07,gwb,VERB,0.073209549071618
2001-10-07,gwb,PROPN,0.0732758620689655
2001-10-07,gwb,ADP,0.0706896551724138
2001-10-07,gwb,SCONJ,0.0653846153846154
2001-10-07,gwb,ADV,0.0705570291777188
2003-03-19,gwb,DET,0.0795041943157631
2003-03-19,gwb,SYM,0
2003-03-19,gwb,X,0
2003-03-19,gwb,NUM,0.00989107299361462
2003-03-19,gwb,CCONJ,0.0793789908601477
2003-03-19,gwb,PUNCT,0.0800050081382246
2003-03-19,gwb,INTJ,0
2003-03-19,gwb,ADJ,0.0726180042569175
2003-03-19,gwb,PART,0.0703643420558407
2003-03-19,gwb,AUX,0.0783773632152248
2003-03-19,gwb,NOUN,0.0792537874045324
2003-03-19,gwb,PRON,0.0798798046826092
2003-03-19,gwb,VERB,0.0797546012269939
2003-03-19,gwb,PROPN,0.0788781770376862
2003-03-19,gwb,ADP,0.0777513459371479
2003-03-19,gwb,SCONJ,0.0672342556654564
2003-03-19,gwb,ADV,0.067109052209841
2003-05-01,gwb,DET,0.067318663406683
2003-05-01,gwb,SYM,0
2003-05-01,gwb,X,0
2003-05-01,gwb,NUM,0.0605052974735126
2003-05-01,gwb,CCONJ,0.0673838630806846
2003-05-01,gwb,PUNCT,0.0676120619396903
2003-05-01,gwb,INTJ,0.0666992665036675
2003-05-01,gwb,ADJ,0.0667318663406683
2003-05-01,gwb,PART,0.0675142624286879
2003-05-01,gwb,AUX,0.0674164629176854
2003-05-01,gwb,NOUN,0.0671230643846781
2003-05-01,gwb,PRON,0.0672860635696822
2003-05-01,gwb,VERB,0.0675468622656887
2003-05-01,gwb,PROPN,0.0675794621026895
2003-05-01,gwb,ADP,0.0665688671556642
2003-05-01,gwb,SCONJ,0.0669274653626732
2003-05-01,gwb,ADV,0.0657864710676447
2003-03-17,gwb,DET,0.0723215932140881
2003-03-17,gwb,SYM,0
2003-03-17,gwb,X,0
2003-03-17,gwb,NUM,0.0588235294117647
2003-03-17,gwb,CCONJ,0.0725428729485525
2003-03-17,gwb,PUNCT,0.0728010326387608
2003-03-17,gwb,INTJ,0
2003-03-17,gwb,ADJ,0.0724322330813203
2003-03-17,gwb,PART,0.0726903927715287
2003-03-17,gwb,AUX,0.0725797529042965
2003-03-17,gwb,NOUN,0.0724691130370644
2003-03-17,gwb,PRON,0.072210953346856
2003-03-17,gwb,VERB,0.0727272727272727
2003-03-17,gwb,PROPN,0.0727641526830168
2003-03-17,gwb,ADP,0.0716577540106952
2003-03-17,gwb,SCONJ,0.0719159137009036
2003-03-17,gwb,ADV,0.0720634335238798
2007-01-11,gwb,DET,0.0694372181755116
2007-01-11,gwb,SYM,0.0304153659382588
2007-01-11,gwb,X,0
2007-01-11,gwb,NUM,0.0480835934790149
2007-01-11,gwb,CCONJ,0.0695672910163025
2007-01-11,gwb,PUNCT,0.0696323274366979
2007-01-11,gwb,INTJ,0.0203997571973639
2007-01-11,gwb,ADJ,0.0695889698231009
2007-01-11,gwb,PART,0.0676812348248352
2007-01-11,gwb,AUX,0.0693505029483177
2007-01-11,gwb,NOUN,0.0696106486298994
2007-01-11,gwb,PRON,0.069545612209504
2007-01-11,gwb,VERB,0.0695239334027055
2007-01-11,gwb,PROPN,0.0693288241415193
2007-01-11,gwb,ADP,0.0694155393687131
2007-01-11,gwb,SCONJ,0.0692421089143254
2007-01-11,gwb,ADV,0.0691770724939299
2002-06-06,gwb,DET,0.0713637346012535
2002-06-06,gwb,SYM,0
2002-06-06,gwb,X,0
2002-06-06,gwb,NUM,0.0710179381888913
2002-06-06,gwb,CCONJ,0.0722282256321591
2002-06-06,gwb,PUNCT,0.0724443483898854
2002-06-06,gwb,INTJ,0
2002-06-06,gwb,ADJ,0.0720985519775232
2002-06-06,gwb,PART,0.0653555219364599
2002-06-06,gwb,AUX,0.0722714501837043
2002-06-06,gwb,NOUN,0.0721417765290685
2002-06-06,gwb,PRON,0.0719256537713421
2002-06-06,gwb,VERB,0.0723578992867949
2002-06-06,gwb,PROPN,0.0724011238383402
2002-06-06,gwb,ADP,0.0714501837043441
2002-06-06,gwb,SCONJ,0.0719688783228874
2002-06-06,gwb,ADV,0.070974713637346
2001-09-11,gwb,DET,0.0715230328410844
2001-09-11,gwb,SYM,0
2001-09-11,gwb,X,0
2001-09-11,gwb,NUM,0.0624862243773419
2001-09-11,gwb,CCONJ,0.0732863125413269
2001-09-11,gwb,PUNCT,0.0737271324663875
2001-09-11,gwb,INTJ,0
2001-09-11,gwb,ADJ,0.0729556975975314
2001-09-11,gwb,PART,0.0710822129160238
2001-09-11,gwb,AUX,0.0717434428036147
2001-09-11,gwb,NOUN,0.0730659025787966
2001-09-11,gwb,PRON,0.0727352876350011
2001-09-11,gwb,VERB,0.0735067225038572
2001-09-11,gwb,PROPN,0.0736169274851223
2001-09-11,gwb,ADP,0.0721842627286753
2001-09-11,gwb,SCONJ,0.0660127837778268
2001-09-11,gwb,ADV,0.0720740577474102
2002-09-12,gwb,DET,0.0718226877396428
2002-09-12,gwb,SYM,0
2002-09-12,gwb,X,0
2002-09-12,gwb,NUM,0.0682455812213598
2002-09-12,gwb,CCONJ,0.0715187505844945
2002-09-12,gwb,PUNCT,0.07203310577013
2002-09-12,gwb,INTJ,0
2002-09-12,gwb,ADJ,0.0716122697091555
2002-09-12,gwb,PART,0.0717759281773123
2002-09-12,gwb,AUX,0.0714018516786683
2002-09-12,gwb,NOUN,0.071846067520808
2002-09-12,gwb,PRON,0.0719629664266342
2002-09-12,gwb,VERB,0.071939586645469
2002-09-12,gwb,PROPN,0.0716356494903208
2002-09-12,gwb,ADP,0.071565510146825
2002-09-12,gwb,SCONJ,0.0706303189002151
2002-09-12,gwb,ADV,0.0720097259889647
2002-09-17,gwb,DET,0.0670640088149855
2002-09-17,gwb,SYM,0
2002-09-17,gwb,X,0.00851447460683161
2002-09-17,gwb,NUM,0.0596013222478213
2002-09-17,gwb,CCONJ,0.0670890513873585
2002-09-17,gwb,PUNCT,0.0672142642492237
2002-09-17,gwb,INTJ,0.0633577081037764
2002-09-17,gwb,ADJ,0.066738455374136
2002-09-17,gwb,PART,0.0665381147951518
2002-09-17,gwb,AUX,0.0671140939597315
2002-09-17,gwb,NOUN,0.0668386256636282
2002-09-17,gwb,PRON,0.0670389662426124
2002-09-17,gwb,VERB,0.0671641791044776
2002-09-17,gwb,PROPN,0.0671892216768507
2002-09-17,gwb,ADP,0.0668636682360012
2002-09-17,gwb,SCONJ,0.0651607733146349
2002-09-17,gwb,ADV,0.0665130722227787
2003-10-02,gwb,DET,0.0761904761904762
2003-10-02,gwb,SYM,0
2003-10-02,gwb,X,0
2003-10-02,gwb,NUM,0.023015873015873
2003-10-02,gwb,CCONJ,0.0777777777777778
2003-10-02,gwb,PUNCT,0.0833333333333333
2003-10-02,gwb,INTJ,0
2003-10-02,gwb,ADJ,0.0793650793650794
2003-10-02,gwb,PART,0.0650793650793651
2003-10-02,gwb,AUX,0.0714285714285714
2003-10-02,gwb,NOUN,0.0825396825396825
2003-10-02,gwb,PRON,0.0817460317460317
2003-10-02,gwb,VERB,0.0722222222222222
2003-10-02,gwb,PROPN,0.0674603174603175
2003-10-02,gwb,ADP,0.080952380952381
2003-10-02,gwb,SCONJ,0.0603174603174603
2003-10-02,gwb,ADV,0.0785714285714286
2006-05-03,gwb,DET,0.0735599941964502
2006-05-03,gwb,SYM,0.0152343183247086
2006-05-03,gwb,X,0
2006-05-03,gwb,NUM,0.068481888088214
2006-05-03,gwb,CCONJ,0.0734149054505006
2006-05-03,gwb,PUNCT,0.0738985346036659
2006-05-03,gwb,INTJ,0
2006-05-03,gwb,ADJ,0.0738018087730328
2006-05-03,gwb,PART,0.0696425980558108
2006-05-03,gwb,AUX,0.0696909609711273
2006-05-03,gwb,NOUN,0.0738501716883494
2006-05-03,gwb,PRON,0.0659670164917541
2006-05-03,gwb,VERB,0.0734632683658171
2006-05-03,gwb,PROPN,0.0488465444697006
2006-05-03,gwb,ADP,0.0737534458577163
2006-05-03,gwb,SCONJ,0.073269816704551
2006-05-03,gwb,ADV,0.0731247279586013
2001-08-09,gwb,DET,0.0734287492221531
2001-08-09,gwb,SYM,0
2001-08-09,gwb,X,0
2001-08-09,gwb,NUM,0.066860264122243
2001-08-09,gwb,CCONJ,0.0685196708843255
2001-08-09,gwb,PUNCT,0.0736361750674134
2001-08-09,gwb,INTJ,0
2001-08-09,gwb,ADJ,0.0734978911705732
2001-08-09,gwb,PART,0.0730138975316324
2001-08-09,gwb,AUX,0.0712162068727097
2001-08-09,gwb,NOUN,0.0735670331189933
2001-08-09,gwb,PRON,0.069487658162207
2001-08-09,gwb,VERB,0.0730830394800525
2001-08-09,gwb,PROPN,0.0681048191938049
2001-08-09,gwb,ADP,0.073359607273733
2001-08-09,gwb,SCONJ,0.0708704971306091
2001-08-09,gwb,ADV,0.0713544907695499
2008-05-22,gwb,DET,0.0695328263231414
2008-05-22,gwb,SYM,0.0514511873350924
2008-05-22,gwb,X,0
2008-05-22,gwb,NUM,0.0675151327021574
2008-05-22,gwb,CCONJ,0.0672823218997362
2008-05-22,gwb,PUNCT,0.0697656371255626
2008-05-22,gwb,INTJ,0
2008-05-22,gwb,ADJ,0.0696104299239485
2008-05-22,gwb,PART,0.0685239795126494
2008-05-22,gwb,AUX,0.0644109886698743
2008-05-22,gwb,NOUN,0.0696880335247556
2008-05-22,gwb,PRON,0.0645661958714884
2008-05-22,gwb,VERB,0.0690672047182989
2008-05-22,gwb,PROPN,0.067127114698122
2008-05-22,gwb,ADP,0.0693776191215272
2008-05-22,gwb,SCONJ,0.0626261058513115
2008-05-22,gwb,ADV,0.0694552227223343
2005-01-20,gwb,DET,0.0725254104769351
2005-01-20,gwb,SYM,0
2005-01-20,gwb,X,0
2005-01-20,gwb,NUM,0.0616106333072713
2005-01-20,gwb,CCONJ,0.0723690383111806
2005-01-20,gwb,PUNCT,0.0726817826426896
2005-01-20,gwb,INTJ,0
2005-01-20,gwb,ADJ,0.072556684910086
2005-01-20,gwb,PART,0.0717122752150117
2005-01-20,gwb,AUX,0.0724003127443315
2005-01-20,gwb,NOUN,0.0721501172791243
2005-01-20,gwb,PRON,0.0724315871774824
2005-01-20,gwb,VERB,0.0724628616106333
2005-01-20,gwb,PROPN,0.0726505082095387
2005-01-20,gwb,ADP,0.0726192337763878
2005-01-20,gwb,SCONJ,0.070398749022674
2005-01-20,gwb,ADV,0.0714308053166536
2001-01-20,gwb,DET,0.0724394339170065
2001-01-20,gwb,SYM,0
2001-01-20,gwb,X,0
2001-01-20,gwb,NUM,0.0699208443271768
2001-01-20,gwb,CCONJ,0.0725193891420804
2001-01-20,gwb,PUNCT,0.0726792995922284
2001-01-20,gwb,INTJ,0
2001-01-20,gwb,ADJ,0.0709202846406013
2001-01-20,gwb,PART,0.0710002398656752
2001-01-20,gwb,AUX,0.0697209562644919
2001-01-20,gwb,NOUN,0.0722395458543216
2001-01-20,gwb,PRON,0.0723994563044695
2001-01-20,gwb,VERB,0.0725993443671544
2001-01-20,gwb,PROPN,0.0726393219796914
2001-01-20,gwb,ADP,0.0719996801790997
2001-01-20,gwb,SCONJ,0.0670024786119773
2001-01-20,gwb,ADV,0.0719197249540258
2005-02-02,gwb,DET,0.0618399564507349
2005-02-02,gwb,SYM,0.041154055525313
2005-02-02,gwb,X,0.0363091997822537
2005-02-02,gwb,NUM,0.0613500272182907
2005-02-02,gwb,CCONJ,0.0611867174741426
2005-02-02,gwb,PUNCT,0.0619760479041916
2005-02-02,gwb,INTJ,0.0615949918345128
2005-02-02,gwb,ADJ,0.0619216113228089
2005-02-02,gwb,PART,0.0608600979858465
2005-02-02,gwb,AUX,0.0606967882416984
2005-02-02,gwb,NOUN,0.0619488296135003
2005-02-02,gwb,PRON,0.0616494284158955
2005-02-02,gwb,VERB,0.0616222101252041
2005-02-02,gwb,PROPN,0.0618671747414262
2005-02-02,gwb,ADP,0.0615133369624388
2005-02-02,gwb,SCONJ,0.0608056614044638
2005-02-02,gwb,ADV,0.0617038649972782
2001-02-16,gwb,DET,0.0728211009174312
2001-02-16,gwb,SYM,0
2001-02-16,gwb,X,0
2001-02-16,gwb,NUM,0.0654488859764089
2001-02-16,gwb,CCONJ,0.0732306684141547
2001-02-16,gwb,PUNCT,0.073394495412844
2001-02-16,gwb,INTJ,0
2001-02-16,gwb,ADJ,0.0730668414154653
2001-02-16,gwb,PART,0.0707732634338139
2001-02-16,gwb,AUX,0.0722477064220183
2001-02-16,gwb,NOUN,0.0733125819134993
2001-02-16,gwb,PRON,0.0721657929226737
2001-02-16,gwb,VERB,0.072329619921363
2001-02-16,gwb,PROPN,0.0647116644823067
2001-02-16,gwb,ADP,0.0729849279161206
2001-02-16,gwb,SCONJ,0.0711009174311927
2001-02-16,gwb,ADV,0.0724115334207077
2008-05-21,gwb,DET,0.0699592470405589
2008-05-21,gwb,SYM,0.0433727925480303
2008-05-21,gwb,X,0
2008-05-21,gwb,NUM,0.0706384630312439
2008-05-21,gwb,CCONJ,0.0679215990685038
2008-05-21,gwb,PUNCT,0.0707354938870561
2008-05-21,gwb,INTJ,0
2008-05-21,gwb,ADJ,0.070056277896371
2008-05-21,gwb,PART,0.0612264700174656
2008-05-21,gwb,AUX,0.0688919076266253
2008-05-21,gwb,NOUN,0.0694740927614982
2008-05-21,gwb,PRON,0.069377061905686
2008-05-21,gwb,VERB,0.0689889384824374
2008-05-21,gwb,PROPN,0.0703473704638075
2008-05-21,gwb,ADP,0.0692800310498739
2008-05-21,gwb,SCONJ,0.0666601979429459
2008-05-21,gwb,ADV,0.0630700562778964
2006-07-19,gwb,DET,0.0707291935068281
2006-07-19,gwb,SYM,0.0273125483122906
2006-07-19,gwb,X,0
2006-07-19,gwb,NUM,0.071631022932234
2006-07-19,gwb,CCONJ,0.0642875547539294
2006-07-19,gwb,PUNCT,0.0717598557072919
2006-07-19,gwb,INTJ,0
2006-07-19,gwb,ADJ,0.0708580262818861
2006-07-19,gwb,PART,0.0682813707807266
2006-07-19,gwb,AUX,0.0696985313063643
2006-07-19,gwb,NOUN,0.0700850296315383
2006-07-19,gwb,PRON,0.0695696985313064
2006-07-19,gwb,VERB,0.0698273640814223
2006-07-19,gwb,PROPN,0.07124452460706
2006-07-19,gwb,ADP,0.0690543674310745
2006-07-19,gwb,SCONJ,0.0680237052306107
2006-07-19,gwb,ADV,0.0676372069054367
2003-02-01,gwb,DET,0.0825471698113208
2003-02-01,gwb,SYM,0
2003-02-01,gwb,X,0
2003-02-01,gwb,NUM,0.0838948787061995
2003-02-01,gwb,CCONJ,0.0835579514824798
2003-02-01,gwb,PUNCT,0.0849056603773585
2003-02-01,gwb,INTJ,0
2003-02-01,gwb,ADJ,0.0741239892183288
2003-02-01,gwb,PART,0
2003-02-01,gwb,AUX,0.0576145552560647
2003-02-01,gwb,NOUN,0.0845687331536388
2003-02-01,gwb,PRON,0.0771563342318059
2003-02-01,gwb,VERB,0.081199460916442
2003-02-01,gwb,PROPN,0.0859164420485175
2003-02-01,gwb,ADP,0.0818733153638814
2003-02-01,gwb,SCONJ,0.056266846361186
2003-02-01,gwb,ADV,0.0663746630727763
2004-09-02,gwb,DET,0.0651285964361057
2004-09-02,gwb,SYM,0.0459850083037838
2004-09-02,gwb,X,0.0267628708649401
2004-09-02,gwb,NUM,0.0632209704205754
2004-09-02,gwb,CCONJ,0.0649939404820683
2004-09-02,gwb,PUNCT,0.0651398177656089
2004-09-02,gwb,INTJ,0.0197046546074779
2004-09-02,gwb,ADJ,0.0650724897885902
2004-09-02,gwb,PART,0.0650388258000808
2004-09-02,gwb,AUX,0.0650051618115714
2004-09-02,gwb,NOUN,0.0650837111180933
2004-09-02,gwb,PRON,0.0651173751066026
2004-09-02,gwb,VERB,0.0651061537770995
2004-09-02,gwb,PROPN,0.0650163831410746
2004-09-02,gwb,ADP,0.0649041698460434
2004-09-02,gwb,SCONJ,0.0640513488038063
2004-09-02,gwb,ADV,0.0646685219264778
2004-10-29,gwb,DET,0.071664829106946
2004-10-29,gwb,SYM,0
2004-10-29,gwb,X,0
2004-10-29,gwb,NUM,0
2004-10-29,gwb,CCONJ,0.0749724366041896
2004-10-29,gwb,PUNCT,0.0926130099228225
2004-10-29,gwb,INTJ,0
2004-10-29,gwb,ADJ,0.0782800441014333
2004-10-29,gwb,PART,0.0584343991179713
2004-10-29,gwb,AUX,0.081587651598677
2004-10-29,gwb,NOUN,0.0727673649393605
2004-10-29,gwb,PRON,0.0915104740904079
2004-10-29,gwb,VERB,0.0904079382579934
2004-10-29,gwb,PROPN,0.0496141124586549
2004-10-29,gwb,ADP,0.0705622932745314
2004-10-29,gwb,SCONJ,0.0793825799338479
2004-10-29,gwb,ADV,0.0882028665931643
2002-05-20,gwb,DET,0.0669464233434176
2002-05-20,gwb,SYM,0
2002-05-20,gwb,X,0.0344491070557236
2002-05-20,gwb,NUM,0.059497088578771
2002-05-20,gwb,CCONJ,0.0665560651898117
2002-05-20,gwb,PUNCT,0.0672717218047559
2002-05-20,gwb,INTJ,0.0364984873621548
2002-05-20,gwb,ADJ,0.0663608861130087
2002-05-20,gwb,PART,0.066686184574347
2002-05-20,gwb,AUX,0.0666211248820793
2002-05-20,gwb,NOUN,0.0669789531895514
2002-05-20,gwb,PRON,0.0670114830356852
2002-05-20,gwb,VERB,0.0670440128818191
2002-05-20,gwb,PROPN,0.067239191958622
2002-05-20,gwb,ADP,0.0669138934972838
2002-05-20,gwb,SCONJ,0.0668163039588823
2002-05-20,gwb,ADV,0.0671090725740867
2001-12-13,gwb,DET,0.0723705722070845
2001-12-13,gwb,SYM,0
2001-12-13,gwb,X,0
2001-12-13,gwb,NUM,0.0680108991825613
2001-12-13,gwb,CCONJ,0.0721525885558583
2001-12-13,gwb,PUNCT,0.0730245231607629
2001-12-13,gwb,INTJ,0
2001-12-13,gwb,ADJ,0.0724795640326976
2001-12-13,gwb,PART,0.068991825613079
2001-12-13,gwb,AUX,0.0698637602179837
2001-12-13,gwb,NOUN,0.0725885558583106
2001-12-13,gwb,PRON,0.0729155313351499
2001-12-13,gwb,VERB,0.0728065395095368
2001-12-13,gwb,PROPN,0.0719346049046322
2001-12-13,gwb,ADP,0.0722615803814714
2001-12-13,gwb,SCONJ,0.0701907356948229
2001-12-13,gwb,ADV,0.0704087193460491
2002-07-09,gwb,DET,0.0699989181001839
2002-07-09,gwb,SYM,0.0368278697392621
2002-07-09,gwb,X,0
2002-07-09,gwb,NUM,0.0586606080276966
2002-07-09,gwb,CCONJ,0.0698041761332901
2002-07-09,gwb,PUNCT,0.0700205560965055
2002-07-09,gwb,INTJ,0
2002-07-09,gwb,ADJ,0.0691983122362869
2002-07-09,gwb,PART,0.069760900140647
2002-07-09,gwb,AUX,0.0680514984312453
2002-07-09,gwb,NOUN,0.0698690901222547
2002-07-09,gwb,PRON,0.0699772801038624
2002-07-09,gwb,VERB,0.0699556421075408
2002-07-09,gwb,PROPN,0.0699340041112193
2002-07-09,gwb,ADP,0.0694363301958239
2002-07-09,gwb,SCONJ,0.0696527101590393
2002-07-09,gwb,ADV,0.0688521042951423
2005-06-10,gwb,DET,0.07098653076083
2005-06-10,gwb,SYM,0
2005-06-10,gwb,X,0
2005-06-10,gwb,NUM,0.0614003154956923
2005-06-10,gwb,CCONJ,0.0713505642519112
2005-06-10,gwb,PUNCT,0.0735347651983983
2005-06-10,gwb,INTJ,0
2005-06-10,gwb,ADJ,0.0729280427132629
2005-06-10,gwb,PART,0.0696517412935323
2005-06-10,gwb,AUX,0.0728066982162359
2005-06-10,gwb,NOUN,0.0721999757311006
2005-06-10,gwb,PRON,0.0732920762043441
2005-06-10,gwb,VERB,0.0734134207013712
2005-06-10,gwb,PROPN,0.0711078752578571
2005-06-10,gwb,ADP,0.0723213202281277
2005-06-10,gwb,SCONJ,0.0731707317073171
2005-06-10,gwb,ADV,0.0718359422400194
2005-06-21,gwb,DET,0.0696607822776047
2005-06-21,gwb,SYM,0.011509172724126
2005-06-21,gwb,X,0
2005-06-21,gwb,NUM,0.0694011768778124
2005-06-21,gwb,CCONJ,0.0706126687435099
2005-06-21,gwb,PUNCT,0.0725164416753202
2005-06-21,gwb,INTJ,0
2005-06-21,gwb,ADJ,0.0697473174108688
2005-06-21,gwb,PART,0.0661128418137764
2005-06-21,gwb,AUX,0.0700934579439252
2005-06-21,gwb,NOUN,0.0717376254759432
2005-06-21,gwb,PRON,0.0722568362755279
2005-06-21,gwb,VERB,0.0721703011422638
2005-06-21,gwb,PROPN,0.0719972308757356
2005-06-21,gwb,ADP,0.071564555209415
2005-06-21,gwb,SCONJ,0.0681896850121149
2005-06-21,gwb,ADV,0.0724299065420561
2002-09-04,gwb,DET,0.0715341959334566
2002-09-04,gwb,SYM,0
2002-09-04,gwb,X,0
